age,workclass,education,marital-status,occupation,race,sex,hours-per-week,native-country,income
37,Private,HS-grad,Married-civ-spouse,Adm-clerical,White,Male,16,United-States,<=50K
69,Private,11th,Married-civ-spouse,Prof-specialty,White,Male,37,United-States,<=50K
53,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,White,Male,22,United-States,<=50K
47,Self-emp-inc,Some-college,Divorced,Transport-moving,White,Male,49,United-States,<=50K
39,Never-worked,Some-college,Married-civ-spouse,Adm-clerical,Black,Male,32,United-States,<=50K
51,Private,Some-college,Divorced,Machine-op-inspct,White,Male,52,United-States,<=50K
44,Private,Some-college,Married-civ-spouse,Prof-specialty,White,Male,39,United-States,<=50K
38,Private,HS-grad,Never-married,Sales,Black,Male,64,Mexico,<=50K
34,Private,Assoc-voc,Never-married,Priv-house-serv,White,Male,43,United-States,<=50K
36,Self-emp-not-inc,Some-college,Married-civ-spouse,Prof-specialty,White,Female,19,United-States,<=50K
17,Private,HS-grad,Married-civ-spouse,Farming-fishing,White,Male,55,Other,<=50K
40,Private,Some-college,Never-married,Tech-support,White,Male,43,Other,<=50K
31,Private,HS-grad,Never-married,Adm-clerical,White,Male,32,United-States,<=50K
58,Private,Some-college,Married-civ-spouse,Armed-Forces,White,Female,62,United-States,<=50K
38,Private,5th-6th,Married-civ-spouse,Prof-specialty,White,Male,32,United-States,>50K
22,Private,Bachelors,Married-civ-spouse,Handlers-cleaners,White,Female,34,United-States,>50K
37,State-gov,HS-grad,Widowed,Adm-clerical,White,Female,43,United-States,<=50K
24,Private,Some-college,Married-civ-spouse,Armed-Forces,White,Male,67,United-States,<=50K
44,Private,HS-grad,Married-civ-spouse,Prof-specialty,White,Male,42,United-States,>50K
41,Private,Some-college,Never-married,Exec-managerial,Black,Male,43,United-States,<=50K
50,Private,7th-8th,Never-married,Transport-moving,White,Male,27,United-States,<=50K
27,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,46,United-States,>50K
38,Private,Some-college,Never-married,Armed-Forces,White,Female,23,United-States,<=50K
20,Private,Masters,Divorced,Farming-fishing,White,Male,57,United-States,<=50K
47,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,37,United-States,>50K
44,Self-emp-not-inc,Masters,Married-civ-spouse,Priv-house-serv,White,Male,16,United-States,<=50K
44,Private,Bachelors,Never-married,Prof-specialty,White,Male,35,United-States,>50K
38,Private,Some-college,Married-civ-spouse,Other-service,White,Male,30,United-States,>50K
43,Private,HS-grad,Never-married,Protective-serv,White,Female,25,United-States,<=50K
58,Private,10th,Married-civ-spouse,Sales,White,Male,29,United-States,<=50K
34,Private,HS-grad,Married-civ-spouse,Tech-support,White,Male,37,United-States,<=50K
39,Private,HS-grad,Married-civ-spouse,Priv-house-serv,White,Male,47,United-States,<=50K
23,Private,HS-grad,Never-married,Priv-house-serv,White,Female,17,United-States,<=50K
26,Private,Some-college,Separated,Tech-support,White,Female,52,Other,<=50K
39,Self-emp-not-inc,Some-college,Never-married,Other-service,White,Male,29,United-States,<=50K
52,Private,HS-grad,Married-civ-spouse,Sales,White,Male,38,United-States,<=50K
34,Private,HS-grad,Married-civ-spouse,Craft-repair,Black,Male,47,Other,<=50K
34,Private,7th-8th,Never-married,Priv-house-serv,White,Female,10,United-States,<=50K
32,Private,Prof-school,Married-civ-spouse,Farming-fishing,White,Male,53,United-States,<=50K
31,Private,Masters,Widowed,Handlers-cleaners,White,Male,40,United-States,>50K
41,Private,11th,Never-married,Protective-serv,White,Male,39,United-States,<=50K
18,Private,Some-college,Married-civ-spouse,Transport-moving,White,Male,27,United-States,<=50K
54,Private,HS-grad,Married-civ-spouse,Farming-fishing,Black,Male,34,Other,<=50K
29,Self-emp-not-inc,12th,Never-married,Other-service,White,Male,34,United-States,<=50K
47,State-gov,Some-college,Married-civ-spouse,Armed-Forces,White,Male,48,Mexico,>50K
21,Private,Bachelors,Never-married,Tech-support,White,Male,34,United-States,<=50K
46,Local-gov,HS-grad,Never-married,Transport-moving,Black,Male,51,United-States,>50K
46,Self-emp-inc,7th-8th,Divorced,Tech-support,Black,Male,48,United-States,<=50K
42,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Female,31,United-States,<=50K
25,Self-emp-inc,Some-college,Married-civ-spouse,Priv-house-serv,White,Male,44,United-States,<=50K
41,Private,Bachelors,Married-civ-spouse,Transport-moving,White,Male,16,United-States,<=50K
22,Private,Some-college,Never-married,Priv-house-serv,White,Female,52,United-States,<=50K
34,Private,Some-college,Never-married,Adm-clerical,White,Female,66,United-States,<=50K
51,Self-emp-not-inc,12th,Never-married,Farming-fishing,White,Male,40,United-States,>50K
48,Local-gov,Assoc-voc,Married-civ-spouse,Machine-op-inspct,White,Male,51,United-States,<=50K
38,Private,HS-grad,Divorced,Prof-specialty,White,Female,29,United-States,<=50K
25,Self-emp-not-inc,Bachelors,Married-civ-spouse,Armed-Forces,White,Male,29,United-States,<=50K
46,Self-emp-not-inc,12th,Married-civ-spouse,Priv-house-serv,Amer-Indian-Eskimo,Female,38,United-States,<=50K
38,Self-emp-not-inc,Some-college,Never-married,Tech-support,White,Female,28,United-States,<=50K
17,Private,12th,Married-civ-spouse,Transport-moving,White,Male,47,United-States,<=50K
48,Private,HS-grad,Separated,Machine-op-inspct,White,Male,38,Other,<=50K
37,Private,Bachelors,Widowed,Farming-fishing,Asian-Pac-Islander,Male,17,United-States,>50K
53,Private,Some-college,Married-civ-spouse,Prof-specialty,White,Female,7,United-States,<=50K
23,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Black,Female,50,United-States,<=50K
17,Self-emp-inc,9th,Never-married,Farming-fishing,White,Male,36,United-States,<=50K
41,Self-emp-not-inc,Assoc-voc,Never-married,Craft-repair,White,Male,30,Other,>50K
41,Private,HS-grad,Divorced,Handlers-cleaners,White,Male,37,United-States,<=50K
17,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,White,Female,48,United-States,<=50K
25,Private,HS-grad,Widowed,Sales,White,Female,43,United-States,<=50K
73,Private,Bachelors,Never-married,Handlers-cleaners,White,Male,29,United-States,<=50K
34,Private,11th,Married-civ-spouse,Adm-clerical,White,Male,57,United-States,<=50K
47,Federal-gov,Bachelors,Never-married,Craft-repair,White,Male,41,United-States,<=50K
29,Private,Bachelors,Never-married,Transport-moving,White,Female,33,United-States,<=50K
17,Private,11th,Married-civ-spouse,Sales,White,Male,40,United-States,<=50K
35,Federal-gov,Doctorate,Married-civ-spouse,Farming-fishing,White,Female,45,United-States,<=50K
34,Local-gov,Prof-school,Widowed,Armed-Forces,White,Male,57,Other,<=50K
32,Self-emp-not-inc,Some-college,Never-married,Adm-clerical,White,Male,45,United-States,<=50K
36,Private,HS-grad,Never-married,Machine-op-inspct,White,Female,31,United-States,<=50K
41,Private,HS-grad,Divorced,Handlers-cleaners,White,Female,32,United-States,<=50K
36,Private,11th,Married-civ-spouse,Craft-repair,White,Male,39,United-States,<=50K
21,State-gov,10th,Married-civ-spouse,Transport-moving,White,Male,52,United-States,<=50K
44,Private,Some-college,Divorced,Handlers-cleaners,White,Male,42,United-States,>50K
17,Self-emp-not-inc,Some-college,Married-civ-spouse,Other-service,White,Female,43,United-States,<=50K
17,Private,Some-college,Never-married,Protective-serv,White,Male,29,United-States,<=50K
47,Federal-gov,HS-grad,Never-married,Transport-moving,White,Male,29,Other,>50K
44,Private,HS-grad,Never-married,Adm-clerical,White,Male,24,United-States,<=50K
37,State-gov,Prof-school,Married-civ-spouse,Armed-Forces,White,Female,42,United-States,<=50K
19,Private,Some-college,Divorced,Protective-serv,White,Female,34,United-States,<=50K
28,Local-gov,Bachelors,Never-married,Prof-specialty,White,Male,30,United-States,<=50K
34,Private,HS-grad,Married-civ-spouse,Priv-house-serv,White,Female,34,United-States,<=50K
17,Private,Bachelors,Married-civ-spouse,Handlers-cleaners,White,Male,36,United-States,>50K
28,Private,Assoc-voc,Widowed,Armed-Forces,Black,Male,58,United-States,>50K
46,Private,HS-grad,Married-civ-spouse,Exec-managerial,White,Female,43,United-States,<=50K
56,Private,Assoc-voc,Married-civ-spouse,Armed-Forces,White,Male,52,United-States,<=50K
32,Private,Bachelors,Never-married,Adm-clerical,White,Female,21,United-States,>50K
47,Private,12th,Married-civ-spouse,Protective-serv,Black,Male,30,United-States,<=50K
17,Private,Some-college,Married-civ-spouse,Other-service,White,Male,55,United-States,<=50K
46,State-gov,Masters,Married-civ-spouse,Handlers-cleaners,Amer-Indian-Eskimo,Male,37,United-States,<=50K
27,Private,Bachelors,Never-married,Protective-serv,White,Male,74,United-States,>50K
41,Self-emp-inc,Some-college,Widowed,Armed-Forces,White,Male,54,United-States,<=50K
34,Local-gov,9th,Never-married,Craft-repair,Black,Male,44,United-States,<=50K
55,Private,HS-grad,Never-married,Transport-moving,White,Male,36,United-States,<=50K
26,Private,Some-college,Married-civ-spouse,Tech-support,White,Female,52,United-States,<=50K
46,Self-emp-not-inc,HS-grad,Separated,Adm-clerical,White,Male,49,United-States,>50K
34,Federal-gov,Doctorate,Divorced,Tech-support,White,Female,52,United-States,<=50K
35,Self-emp-inc,Assoc-acdm,Married-civ-spouse,Other-service,White,Male,51,United-States,<=50K
35,Self-emp-inc,11th,Divorced,Tech-support,White,Male,21,United-States,<=50K
27,Private,HS-grad,Married-civ-spouse,Armed-Forces,Asian-Pac-Islander,Male,40,United-States,<=50K
37,State-gov,HS-grad,Separated,Farming-fishing,White,Male,24,United-States,>50K
37,Private,Some-college,Divorced,Exec-managerial,White,Female,35,United-States,<=50K
41,Private,HS-grad,Married-civ-spouse,Sales,White,Female,21,United-States,<=50K
39,Private,HS-grad,Divorced,Adm-clerical,White,Male,35,United-States,<=50K
48,State-gov,Assoc-voc,Married-civ-spouse,Prof-specialty,White,Male,24,United-States,<=50K
50,Private,10th,Never-married,Armed-Forces,White,Male,39,United-States,<=50K
24,Local-gov,Some-college,Married-civ-spouse,Priv-house-serv,Black,Female,37,United-States,<=50K
49,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Female,51,United-States,<=50K
22,State-gov,Masters,Never-married,Craft-repair,Black,Male,41,United-States,>50K
45,Private,HS-grad,Married-civ-spouse,Adm-clerical,White,Male,58,United-States,<=50K
46,Private,HS-grad,Never-married,Transport-moving,White,Male,45,United-States,<=50K
17,Private,Some-college,Never-married,Handlers-cleaners,White,Female,37,United-States,<=50K
39,Private,10th,Divorced,Protective-serv,White,Female,58,United-States,<=50K
31,Local-gov,HS-grad,Never-married,Protective-serv,White,Female,18,United-States,<=50K
28,Self-emp-not-inc,Some-college,Never-married,Handlers-cleaners,White,Male,41,United-States,>50K
55,Local-gov,5th-6th,Married-civ-spouse,Sales,Black,Female,24,United-States,<=50K
29,Private,HS-grad,Married-civ-spouse,Farming-fishing,White,Male,55,United-States,<=50K
27,Private,1st-4th,Never-married,Tech-support,White,Male,41,Mexico,>50K
38,Never-worked,11th,Never-married,Transport-moving,White,Male,48,United-States,<=50K
46,Private,Some-college,Never-married,Sales,White,Female,45,Germany,<=50K
36,Private,HS-grad,Married-civ-spouse,Tech-support,White,Male,42,Mexico,>50K
53,Private,11th,Married-civ-spouse,Protective-serv,White,Male,42,United-States,<=50K
44,Private,9th,Married-civ-spouse,Craft-repair,White,Female,13,United-States,<=50K
17,Without-pay,7th-8th,Widowed,Exec-managerial,White,Female,28,United-States,<=50K
31,Private,9th,Divorced,Tech-support,White,Male,44,Other,<=50K
30,Private,10th,Never-married,Armed-Forces,White,Female,13,United-States,<=50K
44,Private,9th,Married-civ-spouse,Protective-serv,White,Female,41,United-States,<=50K
17,Private,7th-8th,Never-married,Priv-house-serv,White,Male,47,United-States,<=50K
71,Self-emp-not-inc,Some-college,Never-married,Craft-repair,Asian-Pac-Islander,Male,46,United-States,>50K
44,Private,Masters,Never-married,Sales,White,Female,44,United-States,<=50K
39,Private,Bachelors,Married-civ-spouse,Adm-clerical,White,Female,27,United-States,>50K
53,Federal-gov,HS-grad,Married-civ-spouse,Protective-serv,White,Male,45,United-States,<=50K
68,Local-gov,12th,Married-civ-spouse,Protective-serv,White,Male,42,United-States,>50K
49,Private,7th-8th,Widowed,Tech-support,White,Female,19,United-States,<=50K
50,Federal-gov,11th,Married-civ-spouse,Sales,Asian-Pac-Islander,Female,24,United-States,<=50K
39,Private,Some-college,Married-civ-spouse,Adm-clerical,Black,Male,40,United-States,<=50K
36,Private,Doctorate,Widowed,Priv-house-serv,Asian-Pac-Islander,Male,38,United-States,<=50K
31,Private,Bachelors,Never-married,Transport-moving,Asian-Pac-Islander,Female,51,United-States,>50K
27,Private,Some-college,Never-married,Craft-repair,White,Male,54,United-States,>50K
29,Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,37,United-States,<=50K
20,State-gov,11th,Divorced,Armed-Forces,White,Male,21,United-States,<=50K
37,Private,HS-grad,Never-married,Adm-clerical,White,Male,47,United-States,<=50K
17,Private,Some-college,Never-married,Handlers-cleaners,White,Male,47,United-States,<=50K
40,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,White,Male,29,United-States,<=50K
37,Private,Some-college,Never-married,Adm-clerical,White,Male,23,United-States,<=50K
39,Private,Bachelors,Divorced,Armed-Forces,Asian-Pac-Islander,Female,19,United-States,<=50K
31,Private,Some-college,Married-civ-spouse,Machine-op-inspct,White,Male,48,United-States,<=50K
77,Self-emp-inc,HS-grad,Divorced,Priv-house-serv,White,Male,44,Other,<=50K
55,Private,HS-grad,Divorced,Handlers-cleaners,White,Male,39,United-States,<=50K
21,Self-emp-inc,11th,Married-civ-spouse,Tech-support,White,Male,21,United-States,<=50K
41,Private,Preschool,Divorced,Priv-house-serv,White,Male,56,United-States,<=50K
30,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Female,47,Mexico,<=50K
24,Local-gov,Some-college,Married-civ-spouse,Tech-support,White,Male,59,United-States,>50K
20,Private,Some-college,Never-married,Machine-op-inspct,White,Male,37,United-States,<=50K
43,Private,Some-college,Never-married,Priv-house-serv,White,Female,39,United-States,<=50K
29,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,White,Male,39,United-States,<=50K
50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,White,Male,49,United-States,<=50K
50,Self-emp-inc,Some-college,Divorced,Sales,White,Female,49,United-States,<=50K
55,Private,Some-college,Divorced,Machine-op-inspct,White,Female,32,United-States,<=50K
26,Private,HS-grad,Never-married,Exec-managerial,White,Female,27,United-States,>50K
44,Private,12th,Married-civ-spouse,Transport-moving,White,Male,27,United-States,<=50K
46,Self-emp-inc,Some-college,Never-married,Exec-managerial,White,Female,46,United-States,<=50K
31,Private,Masters,Married-civ-spouse,Farming-fishing,White,Female,35,United-States,>50K
27,Private,9th,Married-civ-spouse,Protective-serv,White,Male,51,United-States,<=50K
58,Private,Masters,Married-civ-spouse,Exec-managerial,White,Male,48,United-States,>50K
40,Private,HS-grad,Never-married,Sales,Black,Male,58,United-States,<=50K
46,Private,Some-college,Never-married,Adm-clerical,White,Male,40,United-States,<=50K
27,Private,Bachelors,Married-civ-spouse,Protective-serv,White,Male,22,United-States,<=50K
22,Private,11th,Never-married,Handlers-cleaners,White,Male,29,United-States,<=50K
30,Federal-gov,7th-8th,Never-married,Priv-house-serv,White,Male,34,United-States,<=50K
36,State-gov,10th,Divorced,Prof-specialty,White,Male,21,United-States,<=50K
24,State-gov,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,22,United-States,>50K
37,Without-pay,Masters,Never-married,Handlers-cleaners,White,Male,47,Other,>50K
17,Federal-gov,7th-8th,Never-married,Other-service,White,Male,30,Germany,<=50K
23,Private,Bachelors,Married-civ-spouse,Craft-repair,White,Female,66,Mexico,<=50K
46,Private,Some-college,Never-married,Adm-clerical,Other,Male,40,United-States,<=50K
45,Private,10th,Married-civ-spouse,Protective-serv,Black,Male,39,United-States,>50K
32,Self-emp-not-inc,11th,Divorced,Transport-moving,White,Male,37,United-States,<=50K
24,Private,Some-college,Married-civ-spouse,Craft-repair,White,Female,42,United-States,<=50K
24,Private,Some-college,Never-married,Farming-fishing,White,Male,48,United-States,<=50K
33,Private,11th,Married-civ-spouse,Machine-op-inspct,White,Female,57,United-States,<=50K
46,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Black,Male,52,United-States,>50K
50,Private,10th,Married-civ-spouse,Prof-specialty,White,Male,38,Mexico,<=50K
31,Private,Some-college,Divorced,Tech-support,White,Male,37,United-States,<=50K
23,Private,Some-college,Married-civ-spouse,Armed-Forces,Black,Male,43,United-States,>50K
41,Private,Bachelors,Never-married,Tech-support,White,Male,58,United-States,<=50K
27,Private,5th-6th,Divorced,Machine-op-inspct,White,Female,40,United-States,<=50K
31,Local-gov,10th,Divorced,Handlers-cleaners,White,Male,47,United-States,<=50K
55,Self-emp-not-inc,11th,Never-married,Prof-specialty,White,Male,47,United-States,<=50K
48,Private,9th,Married-civ-spouse,Transport-moving,White,Female,50,United-States,<=50K
40,Federal-gov,Some-college,Never-married,Protective-serv,White,Male,55,United-States,<=50K
21,Private,HS-grad,Never-married,Adm-clerical,Black,Male,39,United-States,<=50K
40,Private,Some-college,Divorced,Exec-managerial,White,Male,33,United-States,<=50K
51,Self-emp-not-inc,Bachelors,Married-civ-spouse,Armed-Forces,White,Male,33,United-States,<=50K
33,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,54,United-States,<=50K
55,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Transport-moving,White,Male,25,United-States,<=50K
54,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Armed-Forces,White,Male,9,United-States,<=50K
59,Local-gov,HS-grad,Never-married,Farming-fishing,White,Female,27,Other,<=50K
41,Private,5th-6th,Married-civ-spouse,Adm-clerical,White,Female,4,United-States,<=50K
45,Private,10th,Married-civ-spouse,Priv-house-serv,White,Male,51,United-States,>50K
56,Private,Bachelors,Divorced,Prof-specialty,White,Male,51,United-States,<=50K
43,Private,HS-grad,Never-married,Other-service,White,Male,27,United-States,<=50K
31,Private,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,42,Other,>50K
32,Federal-gov,Some-college,Divorced,Armed-Forces,White,Female,34,United-States,<=50K
41,Private,12th,Never-married,Exec-managerial,White,Male,52,Philippines,<=50K
21,Private,Some-college,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Female,22,United-States,<=50K
36,Private,Some-college,Never-married,Exec-managerial,White,Male,28,United-States,<=50K
52,Federal-gov,HS-grad,Divorced,Other-service,White,Male,27,United-States,<=50K
17,Self-emp-inc,9th,Widowed,Armed-Forces,White,Male,53,United-States,<=50K
57,Private,10th,Married-civ-spouse,Craft-repair,White,Female,45,United-States,<=50K
52,Self-emp-not-inc,11th,Separated,Machine-op-inspct,White,Female,40,United-States,<=50K
32,Private,Some-college,Married-civ-spouse,Other-service,Asian-Pac-Islander,Male,53,United-States,<=50K
45,Federal-gov,Assoc-voc,Divorced,Craft-repair,Black,Male,40,United-States,<=50K
38,Private,Some-college,Married-civ-spouse,Prof-specialty,White,Female,29,United-States,<=50K
53,Private,HS-grad,Widowed,Armed-Forces,White,Male,43,Other,<=50K
50,Private,HS-grad,Married-civ-spouse,Protective-serv,White,Male,46,United-States,<=50K
19,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Black,Male,34,United-States,<=50K
45,Private,Some-college,Married-civ-spouse,Adm-clerical,White,Male,50,United-States,<=50K
35,Private,Assoc-acdm,Never-married,Handlers-cleaners,White,Male,54,United-States,<=50K
39,Private,HS-grad,Married-civ-spouse,Sales,White,Male,28,United-States,<=50K
28,Local-gov,Preschool,Married-civ-spouse,Sales,White,Male,26,United-States,>50K
60,State-gov,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,63,United-States,<=50K
51,Private,HS-grad,Divorced,Sales,White,Male,41,United-States,>50K
28,Private,Masters,Never-married,Armed-Forces,White,Male,21,United-States,>50K
20,Federal-gov,12th,Never-married,Prof-specialty,White,Female,21,Other,<=50K
32,Private,Bachelors,Married-civ-spouse,Farming-fishing,White,Female,41,United-States,<=50K
43,Private,Some-college,Married-civ-spouse,Tech-support,White,Male,40,United-States,<=50K
41,Private,11th,Divorced,Sales,White,Male,51,Other,<=50K
54,State-gov,HS-grad,Married-civ-spouse,Craft-repair,Black,Male,58,United-States,<=50K
48,Private,Some-college,Married-civ-spouse,Craft-repair,White,Male,51,United-States,<=50K
50,Private,HS-grad,Never-married,Protective-serv,White,Female,45,United-States,<=50K
42,Private,HS-grad,Never-married,Craft-repair,White,Male,31,United-States,<=50K
19,Private,HS-grad,Married-civ-spouse,Adm-clerical,White,Male,38,United-States,>50K
35,Local-gov,Some-college,Never-married,Machine-op-inspct,White,Male,20,United-States,<=50K
51,Self-emp-not-inc,Some-college,Married-civ-spouse,Protective-serv,White,Male,48,United-States,<=50K
37,Self-emp-not-inc,HS-grad,Never-married,Handlers-cleaners,Black,Male,34,United-States,<=50K
44,Private,Masters,Never-married,Tech-support,White,Female,51,United-States,<=50K
33,Private,Assoc-voc,Never-married,Exec-managerial,White,Female,49,Mexico,<=50K
24,Private,Bachelors,Married-civ-spouse,Tech-support,White,Male,31,United-States,>50K
36,Without-pay,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,42,United-States,<=50K
42,Private,5th-6th,Married-civ-spouse,Craft-repair,White,Male,57,United-States,<=50K
29,Private,Some-college,Married-civ-spouse,Farming-fishing,White,Male,39,United-States,<=50K
34,Private,Bachelors,Never-married,Armed-Forces,White,Male,40,United-States,>50K
25,Private,Some-college,Married-civ-spouse,Transport-moving,White,Female,36,United-States,<=50K
52,Private,Some-college,Never-married,Sales,White,Male,57,United-States,>50K
34,Private,Masters,Never-married,Machine-op-inspct,White,Male,40,United-States,<=50K
56,Private,HS-grad,Divorced,Craft-repair,White,Male,33,United-States,<=50K
57,Private,Bachelors,Never-married,Armed-Forces,White,Male,64,United-States,<=50K
36,Private,Some-college,Divorced,Armed-Forces,White,Female,33,United-States,<=50K
24,Federal-gov,HS-grad,Divorced,Tech-support,White,Male,41,United-States,<=50K
17,Private,11th,Divorced,Tech-support,Black,Female,37,United-States,<=50K
18,Self-emp-inc,Assoc-voc,Never-married,Armed-Forces,White,Male,37,United-States,<=50K
20,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,White,Male,18,United-States,>50K
55,Private,HS-grad,Never-married,Other-service,Black,Male,63,Other,<=50K
39,Private,Assoc-acdm,Married-civ-spouse,Sales,Black,Male,56,United-States,<=50K
43,Self-emp-not-inc,Some-college,Never-married,Protective-serv,White,Male,33,United-States,<=50K
17,Local-gov,HS-grad,Married-civ-spouse,Prof-specialty,White,Male,52,United-States,<=50K
22,Private,Bachelors,Divorced,Tech-support,White,Male,42,United-States,>50K
49,Private,Some-college,Never-married,Handlers-cleaners,Black,Male,39,Other,<=50K
41,Private,Bachelors,Married-civ-spouse,Craft-repair,White,Male,10,United-States,<=50K
36,Private,HS-grad,Widowed,Other-service,White,Female,58,United-States,<=50K
45,Private,Bachelors,Never-married,Exec-managerial,White,Female,26,United-States,>50K
59,State-gov,HS-grad,Divorced,Machine-op-inspct,White,Male,24,United-States,<=50K
35,Private,1st-4th,Never-married,Armed-Forces,White,Female,49,United-States,<=50K
38,Private,9th,Divorced,Prof-specialty,Black,Female,33,United-States,>50K
40,Private,9th,Never-married,Exec-managerial,White,Male,33,United-States,<=50K
69,Private,12th,Married-civ-spouse,Protective-serv,White,Male,74,United-States,<=50K
17,Local-gov,11th,Married-civ-spouse,Farming-fishing,White,Male,34,United-States,<=50K
46,Private,7th-8th,Never-married,Armed-Forces,White,Male,51,United-States,<=50K
36,Private,Bachelors,Never-married,Transport-moving,Black,Male,49,United-States,>50K
45,Private,Bachelors,Never-married,Sales,White,Male,45,United-States,<=50K
29,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,White,Male,44,United-States,>50K
37,State-gov,HS-grad,Divorced,Exec-managerial,White,Female,42,United-States,<=50K
47,Private,HS-grad,Married-civ-spouse,Tech-support,White,Male,26,United-States,<=50K
78,Private,HS-grad,Divorced,Tech-support,Asian-Pac-Islander,Female,33,United-States,<=50K
48,Self-emp-inc,HS-grad,Never-married,Sales,White,Female,67,United-States,<=50K
26,Private,Some-college,Married-civ-spouse,Protective-serv,White,Female,53,United-States,<=50K
32,Private,7th-8th,Married-civ-spouse,Other-service,White,Male,37,United-States,<=50K
32,Private,Some-college,Married-civ-spouse,Armed-Forces,White,Male,34,United-States,<=50K
17,Private,Some-college,Married-civ-spouse,Sales,Black,Male,28,United-States,<=50K
33,Private,Bachelors,Divorced,Other-service,White,Female,38,United-States,<=50K
47,Private,Masters,Married-civ-spouse,Machine-op-inspct,White,Female,43,Philippines,<=50K
21,Private,Bachelors,Never-married,Transport-moving,White,Male,47,Mexico,<=50K
51,Private,Assoc-voc,Married-civ-spouse,Other-service,White,Male,43,United-States,<=50K
44,Private,HS-grad,Married-civ-spouse,Adm-clerical,White,Female,46,United-States,<=50K
28,Private,12th,Never-married,Farming-fishing,White,Female,35,United-States,<=50K
36,Private,Some-college,Married-civ-spouse,Farming-fishing,White,Female,28,United-States,<=50K
58,Private,12th,Never-married,Sales,White,Male,14,United-States,<=50K
47,Private,5th-6th,Married-civ-spouse,Prof-specialty,White,Male,46,United-States,<=50K
38,Private,Some-college,Never-married,Craft-repair,White,Male,44,United-States,<=50K
34,Private,HS-grad,Married-civ-spouse,Other-service,White,Female,59,United-States,<=50K
38,Private,Bachelors,Married-civ-spouse,Handlers-cleaners,White,Male,47,United-States,<=50K
31,Private,Some-college,Never-married,Priv-house-serv,White,Male,59,United-States,<=50K
17,Private,Some-college,Married-civ-spouse,Exec-managerial,White,Male,33,United-States,<=50K
64,Private,Bachelors,Married-civ-spouse,Armed-Forces,White,Female,35,United-States,<=50K
40,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,50,United-States,<=50K
43,Private,Masters,Married-civ-spouse,Prof-specialty,White,Male,45,United-States,<=50K
37,Private,12th,Married-civ-spouse,Handlers-cleaners,White,Female,38,United-States,<=50K
28,Private,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,33,United-States,<=50K
35,Private,Bachelors,Divorced,Tech-support,White,Male,47,United-States,<=50K
17,Self-emp-not-inc,7th-8th,Married-civ-spouse,Handlers-cleaners,White,Female,44,United-States,<=50K
67,Private,Some-college,Widowed,Farming-fishing,White,Male,51,United-States,<=50K
21,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Tech-support,White,Female,34,United-States,<=50K
24,Self-emp-inc,Masters,Separated,Priv-house-serv,White,Female,31,United-States,>50K
32,Private,HS-grad,Never-married,Exec-managerial,White,Male,31,United-States,<=50K
54,Private,Some-college,Married-civ-spouse,Tech-support,White,Female,63,United-States,<=50K
38,Private,Assoc-acdm,Divorced,Protective-serv,White,Male,30,United-States,<=50K
21,Private,11th,Divorced,Armed-Forces,White,Female,53,United-States,<=50K
54,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,White,Male,33,United-States,<=50K
47,Self-emp-inc,HS-grad,Never-married,Priv-house-serv,White,Male,2,United-States,<=50K
44,Private,Some-college,Never-married,Farming-fishing,White,Female,48,United-States,>50K
47,Private,7th-8th,Separated,Armed-Forces,White,Female,35,United-States,<=50K
69,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,38,United-States,<=50K
66,Self-emp-not-inc,HS-grad,Never-married,Prof-specialty,White,Male,42,United-States,<=50K
29,Local-gov,HS-grad,Never-married,Craft-repair,White,Male,48,United-States,<=50K
59,Private,Masters,Divorced,Protective-serv,White,Female,43,United-States,<=50K
42,Local-gov,Bachelors,Married-civ-spouse,Other-service,White,Male,47,United-States,>50K
